TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95
20241107,17.818,0.0,16.551,1.849,0.0,19.316,2.326,0.0,13.257,11.401,2.751,15.451,4.96,13.257,0.0,11.401,2.751,0.0,15.451,4.96,0.0,221.482,95.198,0.0,138.046,138.046,0.0,377.626,0.0,316.098,316.098,0.0,362.806,0.0,316.497,316.497,0.0,3.479,0.0,4.002,4.002,0.0,95.677,95.677,0.0,0.0,0.0,0.0,1.399,1.399,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,472.147,0.0,19.739,0.0,16.943,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.046634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24233,3.16899,0.0,-9999,-9999,3.85599,1.36133,0.0,-9999,-9999,4.16379,3.32046,0.0,-9999,-9999,3.85599,1.36133,0.0,-9999,-9999,3.24182,3.67526,3.9302,4.16379,4.60197,4.9573,5.4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82765,3.85599,3.85599,3.85599,4.3425,4.3425,4.42459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0813141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.105456,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0823153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0538076,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241108,16.701,0.0,16.339,0.882,0.0,17.167,1.426,0.0,13.595,12.558,1.577,14.929,2.115,13.595,0.0,12.558,1.577,0.0,14.929,2.115,0.0,219.285,56.382,0.0,99.872,99.872,0.0,379.68,0.0,338.791,338.791,0.0,389.834,0.0,340.743,340.743,0.0,2.12,0.0,2.914,2.914,0.0,95.653,95.653,0.0,0.039,0.039,0.0,1.892,1.892,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,427.896,0.0,19.536,0.0,17.602,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0223285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.49008,2.4218,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.30581,2.42729,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.21172,5.30581,5.33751,5.49008,5.61601,5.77657,5.77657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33962,5.33962,5.33962,5.33962,5.51731,5.51731,5.51731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.081565,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0647094,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0871739,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0514943,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241109,17.383,0.0,16.008,1.419,0.0,19.152,2.19,0.0,13.829,13.024,1.325,14.863,2.156,13.829,0.0,13.024,1.325,0.0,14.863,2.156,0.0,217.124,100.626,0.0,96.99,96.99,0.0,372.589,0.0,349.995,349.995,0.0,359.805,0.0,352.714,352.714,0.0,3.087,0.0,2.325,2.325,0.0,96.015,96.015,0.0,0.22,0.22,0.0,1.48,1.48,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,463.825,0.0,19.522,0.0,17.277,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0459542,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.46787,2.74786,0.0,-9999,-9999,4.74558,1.33487,0.0,-9999,-9999,4.35237,2.95541,0.0,-9999,-9999,4.74558,1.33487,0.0,-9999,-9999,3.52623,3.79529,3.97529,4.35418,4.80665,4.90768,5.59525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74551,4.74558,4.74558,4.77139,5.13881,5.29224,5.29224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0817259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.105816,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0887892,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0521975,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241110,17.818,0.0,16.512,1.824,0.0,19.497,2.22,0.0,12.325,10.999,2.386,14.03,4.272,12.325,0.0,10.999,2.386,0.0,14.03,4.272,0.0,214.999,95.198,0.0,115.118,115.118,0.0,377.626,0.0,320.94,320.94,0.0,361.971,0.0,321.67,321.67,0.0,3.479,0.0,3.419,3.419,0.0,96.105,96.105,0.0,0.282,0.282,0.0,1.116,1.116,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,472.147,0.0,19.739,0.0,16.943,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.046634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.33186,3.14208,0.0,-9999,-9999,3.72249,1.23861,0.0,-9999,-9999,4.25622,3.29121,0.0,-9999,-9999,3.72249,1.23861,0.0,-9999,-9999,3.35319,3.7189,4.03129,4.25622,4.67817,5.00389,5.51416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71397,3.72249,3.72249,3.75916,4.31816,4.31816,4.31816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0759508,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0990792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0948752,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0578414,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241111,16.701,0.0,16.339,0.882,0.0,17.167,1.426,0.0,12.677,11.412,1.895,14.304,3.417,12.677,0.0,11.412,1.895,0.0,14.304,3.417,0.0,212.91,56.382,0.0,128.87,128.87,0.0,379.68,0.0,311.689,311.689,0.0,357.466,0.0,311.786,311.786,0.0,2.12,0.0,4.508,4.508,0.0,95.9,95.9,0.0,0.0,0.0,0.0,1.89,1.89,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,427.896,0.0,19.536,0.0,17.602,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0223285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.49008,2.4218,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.30581,2.42729,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.21172,5.30581,5.33751,5.49008,5.61601,5.77657,5.77657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33962,5.33962,5.33962,5.33962,5.51731,5.51731,5.51731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0765746,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0590768,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0964587,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0627657,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241112,17.383,0.0,16.008,1.419,0.0,19.152,2.19,0.0,10.748,9.538,2.093,12.304,3.975,10.748,0.0,9.538,2.093,0.0,12.304,3.975,0.0,210.86,100.626,0.0,128.837,128.837,0.0,372.589,0.0,295.547,295.547,0.0,357.378,0.0,294.539,294.539,0.0,3.087,0.0,4.697,4.697,0.0,95.474,95.474,0.0,0.0,0.0,0.0,1.808,1.808,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,463.825,0.0,19.522,0.0,17.277,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0459542,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.46787,2.74786,0.0,-9999,-9999,4.74558,1.33487,0.0,-9999,-9999,4.35237,2.95541,0.0,-9999,-9999,4.74558,1.33487,0.0,-9999,-9999,3.52623,3.79529,3.97529,4.35418,4.80665,4.90768,5.59525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74551,4.74558,4.74558,4.77139,5.13881,5.29224,5.29224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0695828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0936495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.106777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0650667,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241113,17.818,0.0,16.512,1.824,0.0,19.497,2.22,0.0,7.062,7.59,1.313,6.384,1.12,7.062,0.0,7.59,1.313,0.0,6.384,1.12,0.0,208.848,95.198,0.0,33.209,33.209,0.0,377.626,0.0,320.899,320.899,0.0,361.451,0.0,321.626,321.626,0.0,3.479,0.0,2.118,2.118,0.0,94.705,94.705,0.0,11.657,11.657,0.0,3.074,3.074,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,472.147,0.0,19.739,0.0,16.943,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.046634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.33186,3.14208,0.0,-9999,-9999,3.72249,1.23861,0.0,-9999,-9999,4.25622,3.29121,0.0,-9999,-9999,3.72249,1.23861,0.0,-9999,-9999,3.35319,3.7189,4.03129,4.25622,4.67817,5.00389,5.51416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71397,3.72249,3.72249,3.75916,4.31816,4.31816,4.31816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0574619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.082481,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.13015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0363077,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241114,15.95,0.0,15.319,1.04,0.0,16.76,0.749,0.0,10.88,9.469,2.613,12.695,2.999,10.88,0.0,9.469,2.613,0.0,12.695,2.999,0.0,206.877,54.604,0.0,103.353,103.353,0.0,375.175,0.0,317.757,317.757,0.0,351.27,0.0,318.269,318.269,0.0,2.087,0.0,2.238,2.238,0.0,95.047,95.047,0.0,0.651,0.651,0.0,1.919,1.919,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,425.927,0.0,18.705,0.0,16.967,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0213094,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.53365,2.36101,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.28251,2.35441,0.0,-9999,-9999,5.33962,0.681377,0.0,-9999,-9999,5.22385,5.28251,5.38832,5.53365,5.6817,5.74821,5.76733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33962,5.33962,5.33962,5.33962,5.51731,5.51731,5.51731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0692714,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0528988,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.108832,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0652092,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241115,14.61,0.0,12.82,0.643,0.0,16.911,1.993,0.0,13.432,11.915,1.853,15.383,3.506,13.432,0.0,11.915,1.853,0.0,15.383,3.506,0.0,204.946,96.934,0.0,104.782,104.782,0.0,352.964,0.0,330.17,330.17,0.0,336.295,0.0,331.532,331.532,0.0,3.396,0.0,3.455,3.455,0.0,95.199,95.199,0.0,0.707,0.707,0.0,1.988,1.988,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,449.065,0.0,15.842,0.0,14.576,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0401395,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.93572,2.31617,0.0,-9999,-9999,1.65698,1.25747,0.0,-9999,-9999,4.70019,2.73874,0.0,-9999,-9999,1.67238,1.27957,0.0,-9999,-9999,3.84997,4.52895,4.66583,4.93572,5.05664,5.19575,5.79332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20852,1.55362,1.55362,1.65698,2.41606,2.41606,3.17158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0777437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0663303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.104319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0673614,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241116,13.052,0.0,11.133,0.581,0.0,15.519,2.122,0.0,13.262,12.722,1.525,13.957,2.771,13.262,0.0,12.722,1.525,0.0,13.957,2.771,0.0,203.057,89.538,0.0,77.214,77.214,0.0,339.623,0.0,326.164,326.164,0.0,324.392,0.0,327.252,327.252,0.0,3.509,0.0,3.726,3.726,0.0,95.268,95.268,0.0,2.104,2.104,0.0,1.936,1.936,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,438.023,0.0,13.693,0.0,12.548,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0400648,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.83295,1.44507,0.0,-9999,-9999,-1.56297,2.51416,0.0,-9999,-9999,4.56038,1.92285,0.0,-9999,-9999,-1.45737,2.66013,0.0,-9999,-9999,4.2335,4.44879,4.56038,4.85087,5.04454,5.2837,5.56961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.80189,-1.60334,-1.57186,-1.47578,-0.924408,-0.924408,-0.246428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0768372,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0531339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.107707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0593032,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241117,9.643,0.0,7.739,1.289,0.0,12.091,2.084,0.0,13.551,12.413,1.56,15.013,3.301,13.551,0.0,12.413,1.56,0.0,15.013,3.301,0.0,201.211,94.781,0.0,100.605,100.605,0.0,315.757,0.0,331.329,331.329,0.0,299.584,0.0,332.77,332.77,0.0,3.257,0.0,3.894,3.894,0.0,95.37,95.37,0.0,0.218,0.218,0.0,1.451,1.451,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,442.168,0.0,10.36,0.0,10.55,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0448424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.82493,1.52856,0.0,-9999,-9999,-4.96886,4.86454,0.0,-9999,-9999,4.58327,1.88403,0.0,-9999,-9999,-4.88216,5.02289,0.0,-9999,-9999,4.47601,4.49198,4.58327,4.76603,5.02503,5.24662,5.26784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.97924,-4.96886,-4.94776,-4.8405,-4.64145,-4.64145,-3.62393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0777769,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0615863,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.110208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0682481,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241118,9.495,0.0,6.76,1.818,0.0,13.011,3.396,0.0,12.777,11.948,2.287,13.844,3.825,12.777,0.0,11.948,2.287,0.0,13.844,3.825,0.0,199.409,96.846,0.0,109.532,109.532,0.0,316.665,0.0,319.445,319.445,0.0,292.851,0.0,320.073,320.073,0.0,4.125,0.0,2.711,2.711,0.0,95.464,95.464,0.0,0.034,0.034,0.0,1.015,1.015,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,420.325,0.0,9.193,0.0,9.608,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0856345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.58614,5.33475,0.0,-9999,-9999,-7.50186,5.46852,0.0,-9999,-9999,5.33953,5.0961,0.0,-9999,-9999,-7.39207,5.65101,0.0,-9999,-9999,3.04566,5.26639,5.32362,6.00966,6.58614,7.28109,7.28661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.617,-7.52646,-7.50186,-7.41596,-6.62716,-6.62716,-5.60517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0750258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0900742,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.112339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0752621,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20241119,10.015,0.0,7.854,1.259,0.0,13.041,2.846,0.0,12.519,12.012,1.263,13.23,2.794,12.519,0.0,12.012,1.263,0.0,13.23,2.794,0.0,197.65,88.435,0.0,94.839,94.839,0.0,315.54,0.0,332.336,332.336,0.0,332.77,0.0,333.846,333.846,0.0,3.808,0.0,1.974,1.974,0.0,95.548,95.548,0.0,0.612,0.612,0.0,1.006,1.006,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,410.816,0.0,9.66,0.0,9.528,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,20,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0790595,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.06678,2.63733,0.0,-9999,-9999,-7.03815,5.03726,0.0,-9999,-9999,4.55434,2.38112,0.0,-9999,-9999,-7.1248,5.12653,0.0,-9999,-9999,3.3374,4.35603,4.37055,5.04309,5.61375,6.11789,6.26662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1248,-7.1248,-7.06699,-7.03815,-6.81185,-6.81185,-6.48085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,0.0739971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0418516,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.115503,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0731001,-9999,-9999,-9999,-9999,-9999,-9999,-9999
